53,34
53,54
53,55
53,56
53,57
53,58
54,20
54,34
55,20
55,34
56,20
56,34
57,20
57,34
57,47
58,34
58,61
58,59
58,64
63,62
80,0
80,1
80,2
80,22
80,34
80,86
80,87
84,101
84,104
84,105
88,21
88,141
89,21
89,34
89,101
89,104
89,105
89,106
89,190
89,97
90,21
90,34
90,89
91,21
91,89
91,90
91,88
92,21
92,34
92,89
92,90
92,91
93,81
93,22
93,34
93,183
93,184
93,185
93,186
93,21
93,101
93,98
93,99
94,14
94,34
94,54
94,55
94,56
94,57
94,58
94,183
94,184
94,185
94,186
94,93
94,102
95,21
95,34
95,24
95,96
95,194
95,179
96,206
96,207
96,208
96,34
96,174
96,183
96,184
96,185
96,186
96,187
96,188
96,102
97,28
97,34
97,183
97,184
97,185
97,186
97,98
97,99
98,21
98,34
98,85
98,183
98,184
98,185
98,186
98,182
98,100
98,101
98,19
99,98
100,85
100,34
100,183
100,184
100,185
100,186
100,214
100,101
100,102
100,104
100,105
101,0
101,1
101,2
101,34
101,66
101,183
101,184
101,185
101,186
101,214
101,13
101,54
101,55
101,56
101,57
101,58
103,101
103,104
103,105
104,34
104,66
104,85
104,141
104,21
104,189
104,101
104,105
104,183
104,184
104,185
104,186
104,214
104,98
104,99
105,101
105,104
106,21
106,141
107,21
107,189
107,98
107,99
109,101
109,104
109,105
110,107
110,189
111,21
111,98
111,99
111,141
112,21
112,98
112,99
112,141
113,21
113,213
113,212
113,88
114,88
114,21
114,189
114,98
114,99
114,141
115,21
115,34
115,88
115,101
116,21
116,141
116,34
116,41
116,97
116,191
117,40
117,118
117,21
117,88
117,141
117,119
119,53
119,34
119,54
119,55
119,56
119,57
119,58
120,21
120,212
120,88
120,53
120,34
120,54
120,55
120,56
120,57
120,58
121,21
121,212
121,88
122,21
122,212
122,141
123,21
123,212
123,141
124,21
124,213
124,101
124,104
124,105
125,34
125,79
125,88
125,97
125,139
126,28
126,34
126,183
126,184
126,185
126,186
126,98
126,99
127,34
127,88
127,190
127,22
127,97
127,102
127,144
127,145
127,149
127,150
127,101
127,104
127,105
127,21
127,174
129,34
129,97
129,141
129,130
129,88
130,21
130,131
130,119
130,88
132,21
132,212
132,101
132,104
132,105
133,21
133,212
133,189
134,21
134,212
134,98
134,99
134,141
135,21
135,212
135,98
135,99
135,141
136,21
136,212
136,98
136,99
136,141
137,21
137,34
137,142
137,98
137,99
139,106
139,20
139,34
139,183
139,184
139,185
139,186
139,187
139,188
139,102
139,95
140,194
140,34
140,183
140,184
140,185
140,186
140,187
140,188
140,93
140,94
141,21
141,142
142,101
142,0
142,1
142,2
142,34
142,66
142,183
142,184
142,185
142,186
142,214
142,21
143,21
143,141
143,98
143,99
144,145
144,149
144,150
145,146
146,147
146,101
146,98
146,99
147,0
147,1
147,2
147,34
147,148
149,144
149,145
149,150
150,144
150,145
150,149
152,34
152,153
152,154
152,157
153,28
153,34
153,152
153,154
153,157
154,22
154,34
154,152
154,153
154,157
157,22
157,80
157,81
157,28
157,34
157,199
157,152
157,153
157,154
157,158
157,144
157,145
157,149
157,150
157,60
157,21
157,30
157,32
157,206
157,207
157,208
157,209
157,210
157,211
157,183
157,184
157,185
157,186
157,202
157,204
157,203
157,194
157,174
157,205
157,108
157,110
157,166
157,97
157,167
157,88
157,191
157,192
157,190
157,193
157,93
157,94
157,139
157,140
157,187
157,188
157,102
157,122
157,123
157,180
157,181
157,101
157,104
157,105
157,107
157,189
157,141
157,84
157,20
157,124
157,132
157,133
157,89
157,90
157,91
157,92
157,134
157,135
157,136
157,106
157,137
157,125
157,126
157,129
157,130
157,127
157,120
157,113
157,121
157,109
157,116
157,117
157,111
157,112
157,114
157,67
157,115
157,53
157,54
157,55
157,56
157,57
157,58
0,1
0,2
1,0
1,2
2,3
2,4
3,7
